State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
South Carolina,Marion,"McCormick, SC ",5410,9575,36.10%,63.90%,-27.79%,-27.79%,-21.63%,5589,7767,41.85%,58.15%,-16.31%,-16.31%,-18.80%,-11.49%,-2.83%,-13.73%,-5.28%
South Carolina,Newberry,"Newberry, SC ",9607,6689,58.95%,41.05%,17.91%,17.91%,24.07%,7654,4483,63.06%,36.94%,26.13%,26.13%,23.64%,-8.22%,0.43%,-6.52%,1.93%
South Carolina,Oconee,"Oconee, SC ",21157,9475,69.07%,30.93%,38.14%,30.00%,44.30%,18811,8395,69.14%,30.86%,38.29%,30.00%,35.80%,-0.15%,8.50%,-0.11%,8.34%
South Carolina,Orangeburg,"Orangeburg, SC ",12037,26978,30.85%,69.15%,-38.30%,-30.00%,-32.13%,12695,24698,33.95%,66.05%,-32.10%,-30.00%,-34.59%,-6.20%,2.46%,-9.13%,-0.68%
South Carolina,Pickens,"Pickens, SC ",32453,11640,73.60%,26.40%,47.20%,30.00%,53.37%,29759,10287,74.31%,25.69%,48.62%,30.00%,46.14%,-1.42%,7.23%,-0.96%,7.49%
South Carolina,Richland,"Richland, SC ",57234,104029,35.49%,64.51%,-29.02%,-29.02%,-22.85%,56212,76283,42.43%,57.57%,-15.15%,-15.15%,-17.64%,-13.87%,-5.22%,-16.35%,-7.90%
South Carolina,Saluda,"Saluda, SC ",5168,3308,60.97%,39.03%,21.94%,21.94%,28.11%,4537,3001,60.19%,39.81%,20.38%,20.38%,17.89%,1.57%,10.22%,1.30%,9.75%
South Carolina,Spartanburg,"Spartanburg, SC ",61216,39661,60.68%,39.32%,21.37%,21.37%,27.53%,62004,33633,64.83%,35.17%,29.67%,29.67%,27.18%,-8.30%,0.36%,-6.40%,2.04%
South Carolina,Sumter,"Sumter, SC ",15945,22594,41.37%,58.63%,-17.25%,-17.25%,-11.09%,18074,18695,49.16%,50.84%,-1.69%,-1.69%,-4.18%,-15.56%,-6.91%,-15.83%,-7.39%
South Carolina,Union,"Union, SC ",7447,5925,55.69%,44.31%,11.38%,11.38%,17.55%,6592,5236,55.73%,44.27%,11.46%,11.46%,8.98%,-0.08%,8.57%,-0.07%,8.37%
South Carolina,Williamsburg,"Williamsburg, SC ",4989,11257,30.71%,69.29%,-38.58%,-30.00%,-32.42%,4795,9044,34.65%,65.35%,-30.70%,-30.00%,-33.19%,-7.88%,0.77%,-11.37%,-2.93%
South Carolina,York,"York, SC ",53842,37437,58.99%,41.01%,17.97%,17.97%,24.14%,45234,24226,65.12%,34.88%,30.24%,30.00%,27.76%,-12.27%,-3.62%,-9.42%,-0.98%
South Dakota,Aurora,"Aurora, SD ",794,655,54.80%,45.20%,9.59%,9.59%,15.76%,1009,620,61.94%,38.06%,23.88%,23.88%,21.39%,-14.29%,-5.63%,-11.53%,-3.09%
South Dakota,Beadle,"Beadle, SD ",4054,3493,53.72%,46.28%,7.43%,7.43%,13.60%,4917,3443,58.82%,41.18%,17.63%,17.63%,15.14%,-10.20%,-1.54%,-8.67%,-0.23%
South Dakota,Bennett,"Bennett, SD ",614,557,52.43%,47.57%,4.87%,4.87%,11.03%,833,759,52.32%,47.68%,4.65%,4.65%,2.16%,0.22%,8.87%,0.21%,8.65%
South Dakota,Bon Homme,"Bon Homme, SD ",1712,1367,55.60%,44.40%,11.20%,11.20%,17.37%,2063,1293,61.47%,38.53%,22.94%,22.94%,20.46%,-11.74%,-3.09%,-9.55%,-1.10%
South Dakota,Brookings,"Brookings, SD ",6431,7207,47.16%,52.84%,-5.69%,-5.69%,0.48%,7662,5443,58.47%,41.53%,16.93%,16.93%,14.44%,-22.62%,-13.97%,-19.35%,-10.90%
South Dakota,Brown,"Brown, SD ",8067,9041,47.15%,52.85%,-5.69%,-5.69%,0.47%,10386,7943,56.66%,43.34%,13.33%,13.33%,10.84%,-19.02%,-10.37%,-16.78%,-8.34%
South Dakota,Brule,"Brule, SD ",1407,965,59.32%,40.68%,18.63%,18.63%,24.80%,1544,1040,59.75%,40.25%,19.50%,19.50%,17.02%,-0.87%,7.78%,-0.73%,7.71%
South Dakota,Buffalo,"Buffalo, SD ",156,454,25.57%,74.43%,-48.85%,-30.00%,-42.69%,223,603,27.00%,73.00%,-46.00%,-30.00%,-48.49%,-2.85%,5.81%,-5.27%,3.17%
South Dakota,Butte,"Butte, SD ",2818,1304,68.36%,31.64%,36.73%,30.00%,42.90%,3166,1009,75.83%,24.17%,51.66%,30.00%,49.18%,-14.93%,-6.28%,-9.85%,-1.40%
South Dakota,Campbell,"Campbell, SD ",591,243,70.86%,29.14%,41.73%,30.00%,47.89%,708,239,74.76%,25.24%,49.52%,30.00%,47.04%,-7.80%,0.86%,-5.22%,3.23%
South Dakota,Charles Mix,"Charles Mix, SD ",2102,1805,53.80%,46.20%,7.60%,7.60%,13.77%,2556,2155,54.26%,45.74%,8.51%,8.51%,6.02%,-0.91%,7.74%,-0.84%,7.60%
South Dakota,Clark,"Clark, SD ",1065,830,56.20%,43.80%,12.40%,12.40%,18.57%,1435,875,62.12%,37.88%,24.24%,24.24%,21.75%,-11.84%,-3.19%,-9.53%,-1.09%
South Dakota,Clay,"Clay, SD ",2296,3808,37.61%,62.39%,-24.77%,-24.77%,-18.61%,2692,3315,44.81%,55.19%,-10.37%,-10.37%,-12.86%,-14.40%,-5.75%,-16.07%,-7.62%
South Dakota,Codington,"Codington, SD ",6374,5595,53.25%,46.75%,6.51%,6.51%,12.67%,7778,4803,61.82%,38.18%,23.65%,23.65%,21.16%,-17.14%,-8.48%,-13.86%,-5.42%
South Dakota,Corson,"Corson, SD ",535,837,38.99%,61.01%,-22.01%,-22.01%,-15.85%,720,972,42.55%,57.45%,-14.89%,-14.89%,-17.38%,-7.12%,1.54%,-8.36%,0.08%
South Dakota,Custer,"Custer, SD ",2909,1475,66.35%,33.65%,32.71%,30.00%,38.88%,2922,1272,69.67%,30.33%,39.34%,30.00%,36.85%,-6.63%,2.02%,-4.76%,3.68%
South Dakota,Davison,"Davison, SD ",4731,3554,57.10%,42.90%,14.21%,14.21%,20.37%,5561,3263,63.02%,36.98%,26.04%,26.04%,23.55%,-11.84%,-3.18%,-9.39%,-0.95%
South Dakota,Day,"Day, SD ",1372,1785,43.46%,56.54%,-13.08%,-13.08%,-6.92%,1671,1817,47.91%,52.09%,-4.19%,-4.19%,-6.67%,-8.90%,-0.24%,-9.28%,-0.84%
South Dakota,Deuel,"Deuel, SD ",1088,1054,50.79%,49.21%,1.59%,1.59%,7.75%,1406,961,59.40%,40.60%,18.80%,18.80%,16.31%,-17.21%,-8.56%,-14.49%,-6.05%
South Dakota,Dewey,"Dewey, SD ",658,1326,33.17%,66.83%,-33.67%,-30.00%,-27.50%,921,1606,36.45%,63.55%,-27.11%,-27.11%,-29.60%,-6.56%,2.09%,-9.00%,-0.56%
South Dakota,Douglas,"Douglas, SD ",1058,283,78.90%,21.10%,57.79%,30.00%,63.96%,1596,393,80.24%,19.76%,60.48%,30.00%,57.99%,-2.69%,5.96%,-1.68%,6.77%
South Dakota,Edmunds,"Edmunds, SD ",1218,819,59.79%,40.21%,19.59%,19.59%,25.75%,1434,765,65.21%,34.79%,30.42%,30.00%,27.93%,-10.84%,-2.18%,-8.31%,0.14%
South Dakota,Fall River,"Fall River, SD ",2347,1335,63.74%,36.26%,27.49%,27.49%,33.65%,2413,1326,64.54%,35.46%,29.07%,29.07%,26.58%,-1.59%,7.07%,-1.23%,7.21%
South Dakota,Faulk,"Faulk, SD ",739,426,63.43%,36.57%,26.87%,26.87%,33.03%,945,418,69.33%,30.67%,38.66%,30.00%,36.18%,-11.80%,-3.14%,-8.51%,-0.06%
South Dakota,Grant,"Grant, SD ",1951,1786,52.21%,47.79%,4.42%,4.42%,10.58%,2392,1633,59.43%,40.57%,18.86%,18.86%,16.37%,-14.44%,-5.79%,-12.15%,-3.71%
South Dakota,Gregory,"Gregory, SD ",1423,771,64.86%,35.14%,29.72%,29.72%,35.88%,1685,813,67.45%,32.55%,34.91%,30.00%,32.42%,-5.19%,3.46%,-3.85%,4.60%
South Dakota,Haakon,"Haakon, SD ",938,186,83.45%,16.55%,66.90%,30.00%,73.07%,1007,219,82.14%,17.86%,64.27%,30.00%,61.79%,2.63%,11.28%,1.60%,10.04%
South Dakota,Hamlin,"Hamlin, SD ",1659,1043,61.40%,38.60%,22.80%,22.80%,28.96%,1946,1015,65.72%,34.28%,31.44%,30.00%,28.95%,-8.64%,0.01%,-6.58%,1.87%
South Dakota,Hand,"Hand, SD ",1245,718,63.42%,36.58%,26.85%,26.85%,33.01%,1482,668,68.93%,31.07%,37.86%,30.00%,35.37%,-11.01%,-2.36%,-7.99%,0.45%
South Dakota,Hanson,"Hanson, SD ",1426,961,59.74%,40.26%,19.48%,19.48%,25.65%,1379,745,64.92%,35.08%,29.85%,29.85%,27.36%,-10.37%,-1.72%,-7.99%,0.46%
South Dakota,Harding,"Harding, SD ",575,135,80.99%,19.01%,61.97%,30.00%,68.14%,704,94,88.22%,11.78%,76.44%,30.00%,73.95%,-14.47%,-5.82%,-8.20%,0.24%
South Dakota,Hughes,"Hughes, SD ",5298,3037,63.56%,36.44%,27.13%,27.13%,33.29%,6017,2697,69.05%,30.95%,38.10%,30.00%,35.61%,-10.97%,-2.32%,-7.95%,0.50%
South Dakota,Hutchinson,"Hutchinson, SD ",2285,1242,64.79%,35.21%,29.57%,29.57%,35.74%,2899,1177,71.12%,28.88%,42.25%,30.00%,39.76%,-12.68%,-4.02%,-8.91%,-0.47%
South Dakota,Hyde,"Hyde, SD ",547,226,70.76%,29.24%,41.53%,30.00%,47.69%,631,259,70.90%,29.10%,41.80%,30.00%,39.31%,-0.27%,8.38%,-0.19%,8.25%
South Dakota,Jackson,"Jackson, SD ",668,435,60.56%,39.44%,21.12%,21.12%,27.29%,726,508,58.83%,41.17%,17.67%,17.67%,15.18%,3.46%,12.11%,2.94%,11.38%
South Dakota,Jerauld,"Jerauld, SD ",535,535,50.00%,50.00%,0.00%,0.00%,6.17%,736,482,60.43%,39.57%,20.85%,20.85%,18.37%,-20.85%,-12.20%,-17.26%,-8.81%
South Dakota,Jones,"Jones, SD ",463,147,75.90%,24.10%,51.80%,30.00%,57.97%,565,134,80.83%,19.17%,61.66%,30.00%,59.17%,-9.86%,-1.20%,-6.10%,2.35%
South Dakota,Kingsbury,"Kingsbury, SD ",1435,1277,52.91%,47.09%,5.83%,5.83%,11.99%,1804,1163,60.80%,39.20%,21.60%,21.60%,19.12%,-15.78%,-7.12%,-12.98%,-4.53%
South Dakota,Lake,"Lake, SD ",2993,3033,49.67%,50.33%,-0.66%,-0.66%,5.50%,3359,2509,57.24%,42.76%,14.49%,14.49%,12.00%,-15.15%,-6.50%,-13.23%,-4.79%
South Dakota,Lawrence,"Lawrence, SD ",6787,4932,57.91%,42.09%,15.83%,15.83%,21.99%,7489,3857,66.01%,33.99%,32.01%,30.00%,29.52%,-16.18%,-7.53%,-12.26%,-3.81%
South Dakota,Lincoln,"Lincoln, SD ",11803,8642,57.73%,42.27%,15.46%,15.46%,21.63%,11161,5703,66.18%,33.82%,32.36%,30.00%,29.88%,-16.90%,-8.25%,-12.77%,-4.33%
South Dakota,Lyman,"Lyman, SD ",894,710,55.74%,44.26%,11.47%,11.47%,17.64%,1029,872,54.13%,45.87%,8.26%,8.26%,5.77%,3.21%,11.87%,2.97%,11.41%
South Dakota,Marshall,"Marshall, SD ",900,1261,41.65%,58.35%,-16.71%,-16.71%,-10.54%,1242,1099,53.05%,46.95%,6.11%,6.11%,3.62%,-22.81%,-14.16%,-21.50%,-13.06%
South Dakota,McCook,"McCook, SD ",1644,1219,57.42%,42.58%,14.84%,14.84%,21.01%,2017,1201,62.68%,37.32%,25.36%,25.36%,22.87%,-10.51%,-1.86%,-8.39%,0.06%
South Dakota,McPherson,"McPherson, SD ",915,441,67.48%,32.52%,34.96%,30.00%,41.12%,1180,369,76.18%,23.82%,52.36%,30.00%,49.87%,-17.40%,-8.75%,-11.42%,-2.98%
South Dakota,Meade,"Meade, SD ",7515,3749,66.72%,33.28%,33.43%,30.00%,39.60%,8347,2941,73.95%,26.05%,47.89%,30.00%,45.40%,-14.46%,-5.80%,-9.78%,-1.33%
South Dakota,Mellette,"Mellette, SD ",445,373,54.40%,45.60%,8.80%,8.80%,14.97%,553,361,60.50%,39.50%,21.01%,21.01%,18.52%,-12.20%,-3.55%,-10.09%,-1.64%
South Dakota,Miner,"Miner, SD ",577,605,48.82%,51.18%,-2.37%,-2.37%,3.80%,810,641,55.82%,44.18%,11.65%,11.65%,9.16%,-14.02%,-5.36%,-12.55%,-4.11%
South Dakota,Minnehaha,"Minnehaha, SD ",39241,39831,49.63%,50.37%,-0.75%,-0.75%,5.42%,44189,32314,57.76%,42.24%,15.52%,15.52%,13.03%,-16.27%,-7.61%,-14.08%,-5.64%
South Dakota,Moody,"Moody, SD ",1508,1663,47.56%,52.44%,-4.89%,-4.89%,1.28%,1790,1609,52.66%,47.34%,5.33%,5.33%,2.84%,-10.21%,-1.56%,-9.70%,-1.25%
South Dakota,Pennington,"Pennington, SD ",27592,17787,60.80%,39.20%,21.61%,21.61%,27.77%,29976,14213,67.84%,32.16%,35.67%,30.00%,33.18%,-14.06%,-5.41%,-10.37%,-1.92%
South Dakota,Perkins,"Perkins, SD ",1102,499,68.83%,31.17%,37.66%,30.00%,43.83%,1329,418,76.07%,23.93%,52.15%,30.00%,49.66%,-14.48%,-5.83%,-9.52%,-1.08%
South Dakota,Potter,"Potter, SD ",937,482,66.03%,33.97%,32.06%,30.00%,38.23%,1143,463,71.17%,28.83%,42.34%,30.00%,39.85%,-10.28%,-1.62%,-7.22%,1.22%
South Dakota,Roberts,"Roberts, SD ",1781,2672,40.00%,60.00%,-20.01%,-20.01%,-13.84%,2396,2527,48.67%,51.33%,-2.66%,-2.66%,-5.15%,-17.35%,-8.69%,-17.82%,-9.38%
South Dakota,Sanborn,"Sanborn, SD ",667,500,57.16%,42.84%,14.31%,14.31%,20.48%,817,581,58.44%,41.56%,16.88%,16.88%,14.39%,-2.57%,6.08%,-2.20%,6.24%
South Dakota,Shannon,"Shannon, SD ",330,2967,10.01%,89.99%,-79.98%,-30.00%,-73.82%,526,3566,12.85%,87.15%,-74.29%,-30.00%,-76.78%,-5.69%,2.96%,-22.13%,-13.69%
South Dakota,Spink,"Spink, SD ",1660,1550,51.71%,48.29%,3.43%,3.43%,9.59%,2259,1478,60.45%,39.55%,20.90%,20.90%,18.41%,-17.47%,-8.82%,-14.45%,-6.01%
South Dakota,Stanley,"Stanley, SD ",1017,510,66.60%,33.40%,33.20%,30.00%,39.37%,1129,464,70.87%,29.13%,41.75%,30.00%,39.26%,-8.54%,0.11%,-6.03%,2.42%
South Dakota,Sully,"Sully, SD ",581,223,72.26%,27.74%,44.53%,30.00%,50.69%,702,201,77.74%,22.26%,55.48%,30.00%,52.99%,-10.95%,-2.30%,-7.05%,1.40%
South Dakota,Todd,"Todd, SD ",571,2208,20.55%,79.45%,-58.91%,-30.00%,-52.74%,889,2543,25.90%,74.10%,-48.19%,-30.00%,-50.68%,-10.71%,-2.06%,-20.68%,-12.23%
South Dakota,Tripp,"Tripp, SD ",1859,914,67.04%,32.96%,34.08%,30.00%,40.24%,2230,972,69.64%,30.36%,39.29%,30.00%,36.80%,-5.21%,3.44%,-3.74%,4.70%
South Dakota,Turner,"Turner, SD ",2537,1681,60.15%,39.85%,20.29%,20.29%,26.46%,3084,1646,65.20%,34.80%,30.40%,30.00%,27.91%,-10.11%,-1.45%,-7.75%,0.69%
South Dakota,Union,"Union, SD ",4310,3243,57.06%,42.94%,14.13%,14.13%,20.29%,3987,3000,57.06%,42.94%,14.13%,14.13%,11.64%,0.00%,8.65%,0.00%,8.44%
South Dakota,Walworth,"Walworth, SD ",1668,923,64.38%,35.62%,28.75%,28.75%,34.92%,1967,878,69.14%,30.86%,38.28%,30.00%,35.79%,-9.52%,-0.87%,-6.89%,1.56%
South Dakota,Yankton,"Yankton, SD ",5039,4837,51.02%,48.98%,2.05%,2.05%,8.21%,6003,4237,58.62%,41.38%,17.25%,17.25%,14.76%,-15.20%,-6.55%,-12.96%,-4.52%
South Dakota,Ziebach,"Ziebach, SD ",312,554,36.03%,63.97%,-27.94%,-27.94%,-21.78%,447,641,41.08%,58.92%,-17.83%,-17.83%,-20.32%,-10.11%,-1.46%,-12.31%,-3.86%
Tennessee,Anderson,"Anderson, TN ",19614,11385,63.27%,36.73%,26.55%,26.55%,32.71%,18510,12896,58.94%,41.06%,17.88%,17.88%,15.39%,8.67%,17.32%,7.36%,15.80%
Tennessee,Bedford,"Bedford, TN ",10215,5026,67.02%,32.98%,34.05%,30.00%,40.21%,8351,5268,61.32%,38.68%,22.64%,22.64%,20.15%,11.41%,20.06%,9.30%,17.75%
Tennessee,Benton,"Benton, TN ",3695,2644,58.29%,41.71%,16.58%,16.58%,22.75%,3161,3869,44.96%,55.04%,-10.07%,-10.07%,-12.56%,26.65%,35.30%,29.64%,38.08%
Tennessee,Bledsoe,"Bledsoe, TN ",2166,1517,58.81%,41.19%,17.62%,17.62%,23.79%,2849,1927,59.65%,40.35%,19.30%,19.30%,16.82%,-1.68%,6.97%,-1.41%,7.03%
Tennessee,Blount,"Blount, TN ",35553,15252,69.98%,30.02%,39.96%,30.00%,46.12%,33241,15047,68.84%,31.16%,37.68%,30.00%,35.19%,2.28%,10.93%,1.66%,10.10%
Tennessee,Bradley,"Bradley, TN ",28324,9353,75.18%,24.82%,50.35%,30.00%,56.52%,25951,9431,73.35%,26.65%,46.69%,30.00%,44.20%,3.66%,12.31%,2.50%,10.94%
Tennessee,Campbell,"Campbell, TN ",6535,3866,62.83%,37.17%,25.66%,25.66%,31.83%,7859,6163,56.05%,43.95%,12.10%,12.10%,9.61%,13.57%,22.22%,12.10%,20.55%
Tennessee,Cannon,"Cannon, TN ",3320,2010,62.29%,37.71%,24.58%,24.58%,30.74%,2931,2515,53.82%,46.18%,7.64%,7.64%,5.15%,16.94%,25.59%,15.74%,24.18%
Tennessee,Carroll,"Carroll, TN ",7454,3980,65.19%,34.81%,30.38%,30.00%,36.55%,6605,5070,56.57%,43.43%,13.15%,13.15%,10.66%,17.24%,25.89%,15.23%,23.68%
Tennessee,Carter,"Carter, TN ",15849,5587,73.94%,26.06%,47.87%,30.00%,54.04%,15768,6395,71.15%,28.85%,42.29%,30.00%,39.80%,5.58%,14.23%,3.92%,12.37%
Tennessee,Cheatham,"Cheatham, TN ",10697,5497,66.06%,33.94%,32.11%,30.00%,38.28%,9676,5918,62.05%,37.95%,24.10%,24.10%,21.61%,8.01%,16.67%,6.46%,14.90%
Tennessee,Chester,"Chester, TN ",4586,1794,71.88%,28.12%,43.76%,30.00%,49.93%,4086,2242,64.57%,35.43%,29.14%,29.14%,26.65%,14.62%,23.27%,11.32%,19.77%
Tennessee,Claiborne,"Claiborne, TN ",7174,3078,69.98%,30.02%,39.95%,30.00%,46.12%,6448,4034,61.51%,38.49%,23.03%,23.03%,20.54%,16.92%,25.58%,13.76%,22.20%
Tennessee,Clay,"Clay, TN ",1674,1248,57.29%,42.71%,14.58%,14.58%,20.74%,1650,1675,49.62%,50.38%,-0.75%,-0.75%,-3.24%,15.33%,23.98%,15.45%,23.89%
Tennessee,Cocke,"Cocke, TN ",8945,3340,72.81%,27.19%,45.62%,30.00%,51.79%,8297,3935,67.83%,32.17%,35.66%,30.00%,33.17%,9.96%,18.62%,7.34%,15.79%
Tennessee,Coffee,"Coffee, TN ",13244,7131,65.00%,35.00%,30.00%,30.00%,36.17%,11793,8243,58.86%,41.14%,17.72%,17.72%,15.23%,12.28%,20.94%,10.44%,18.88%
Tennessee,Crockett,"Crockett, TN ",3749,1818,67.34%,32.66%,34.69%,30.00%,40.85%,3242,2459,56.87%,43.13%,13.73%,13.73%,11.25%,20.95%,29.61%,18.42%,26.87%
Tennessee,Cumberland,"Cumberland, TN ",17436,7889,68.85%,31.15%,37.70%,30.00%,43.86%,15144,8327,64.52%,35.48%,29.04%,29.04%,26.56%,8.65%,17.31%,6.71%,15.15%
Tennessee,Davidson,"Davidson, TN ",102702,158032,39.39%,60.61%,-21.22%,-21.22%,-15.06%,107839,132737,44.83%,55.17%,-10.35%,-10.35%,-12.84%,-10.87%,-2.22%,-12.13%,-3.68%
Tennessee,Decatur,"Decatur, TN ",3178,1595,66.58%,33.42%,33.17%,30.00%,39.33%,2566,2268,53.08%,46.92%,6.16%,6.16%,3.68%,27.00%,35.65%,25.43%,33.88%
Tennessee,DeKalb,"DeKalb, TN ",4085,2832,59.06%,40.94%,18.11%,18.11%,24.28%,3685,3445,51.68%,48.32%,3.37%,3.37%,0.88%,14.75%,23.40%,14.27%,22.71%
Tennessee,Dickson,"Dickson, TN ",11672,7504,60.87%,39.13%,21.74%,21.74%,27.90%,10567,8597,55.14%,44.86%,10.28%,10.28%,7.79%,11.46%,20.11%,10.39%,18.83%
Tennessee,Dyer,"Dyer, TN ",9859,4411,69.09%,30.91%,38.18%,30.00%,44.34%,8447,5287,61.50%,38.50%,23.01%,23.01%,20.52%,15.17%,23.82%,12.33%,20.78%
Tennessee,Fayette,"Fayette, TN ",12158,6888,63.83%,36.17%,27.67%,27.67%,33.84%,8962,5696,61.14%,38.86%,22.28%,22.28%,19.79%,5.39%,14.04%,4.41%,12.85%
Tennessee,Fentress,"Fentress, TN ",4789,1831,72.34%,27.66%,44.68%,30.00%,50.85%,4293,2371,64.42%,35.58%,28.84%,28.84%,26.35%,15.84%,24.49%,12.30%,20.74%
Tennessee,Franklin,"Franklin, TN ",10533,6609,61.45%,38.55%,22.89%,22.89%,29.06%,9129,7800,53.93%,46.07%,7.85%,7.85%,5.36%,15.04%,23.69%,13.95%,22.39%
Tennessee,Gibson,"Gibson, TN ",13516,7406,64.60%,35.40%,29.20%,29.20%,35.37%,10596,8511,55.46%,44.54%,10.91%,10.91%,8.42%,18.29%,26.94%,16.49%,24.94%
Tennessee,Giles,"Giles, TN ",6902,4614,59.93%,40.07%,19.87%,19.87%,26.03%,6163,5273,53.89%,46.11%,7.78%,7.78%,5.29%,12.09%,20.74%,11.21%,19.66%
Tennessee,Grainger,"Grainger, TN ",5297,2065,71.95%,28.05%,43.90%,30.00%,50.07%,4907,2569,65.64%,34.36%,31.27%,30.00%,28.79%,12.63%,21.28%,9.62%,18.06%
Tennessee,Greene,"Greene, TN ",17148,7107,70.70%,29.30%,41.40%,30.00%,47.56%,16382,7635,68.21%,31.79%,36.42%,30.00%,33.93%,4.98%,13.63%,3.65%,12.09%
Tennessee,Grundy,"Grundy, TN ",2561,1969,56.53%,43.47%,13.07%,13.07%,19.23%,2107,2789,43.04%,56.96%,-13.93%,-13.93%,-16.42%,27.00%,35.65%,31.37%,39.81%
Tennessee,Hamblen,"Hamblen, TN ",15501,6804,69.50%,30.50%,38.99%,30.00%,45.16%,14742,7433,66.48%,33.52%,32.96%,30.00%,30.47%,6.03%,14.68%,4.54%,12.98%
Tennessee,Hamilton,"Hamilton, TN ",81666,64205,55.99%,44.01%,11.97%,11.97%,18.14%,78547,57302,57.82%,42.18%,15.64%,15.64%,13.15%,-3.67%,4.98%,-3.17%,5.27%
Tennessee,Hancock,"Hancock, TN ",1587,604,72.43%,27.57%,44.87%,30.00%,51.03%,1756,777,69.32%,30.68%,38.65%,30.00%,36.16%,6.22%,14.87%,4.48%,12.93%
Tennessee,Hardeman,"Hardeman, TN ",5225,5919,46.89%,53.11%,-6.23%,-6.23%,-0.06%,4704,5685,45.28%,54.72%,-9.44%,-9.44%,-11.93%,3.22%,11.87%,3.55%,11.99%
Tennessee,Hardin,"Hardin, TN ",7076,2794,71.69%,28.31%,43.38%,30.00%,49.55%,6087,3834,61.35%,38.65%,22.71%,22.71%,20.22%,20.67%,29.33%,16.85%,25.29%
Tennessee,Hawkins,"Hawkins, TN ",14745,5924,71.34%,28.66%,42.68%,30.00%,48.84%,13447,6684,66.80%,33.20%,33.59%,30.00%,31.11%,9.08%,17.74%,6.80%,15.24%
Tennessee,Haywood,"Haywood, TN ",3165,4891,39.29%,60.71%,-21.43%,-21.43%,-15.26%,3140,4359,41.87%,58.13%,-16.26%,-16.26%,-18.74%,-5.17%,3.48%,-6.17%,2.27%
Tennessee,Henderson,"Henderson, TN ",7669,3021,71.74%,28.26%,43.48%,30.00%,49.65%,6585,3448,65.63%,34.37%,31.27%,30.00%,28.78%,12.21%,20.87%,9.30%,17.75%
Tennessee,Henry,"Henry, TN ",8182,5152,61.36%,38.64%,22.72%,22.72%,28.89%,7340,5732,56.15%,43.85%,12.30%,12.30%,9.81%,10.42%,19.08%,9.28%,17.72%
Tennessee,Hickman,"Hickman, TN ",4784,3653,56.70%,43.30%,13.41%,13.41%,19.57%,4359,4263,50.56%,49.44%,1.11%,1.11%,-1.37%,12.29%,20.95%,12.16%,20.60%
Tennessee,Houston,"Houston, TN ",1608,1678,48.93%,51.07%,-2.13%,-2.13%,4.04%,1440,2126,40.38%,59.62%,-19.24%,-19.24%,-21.73%,17.11%,25.76%,21.18%,29.63%
Tennessee,Humphreys,"Humphreys, TN ",3818,3600,51.47%,48.53%,2.94%,2.94%,9.10%,3261,4485,42.10%,57.90%,-15.80%,-15.80%,-18.29%,18.74%,27.39%,22.26%,30.70%
Tennessee,Jackson,"Jackson, TN ",2185,2284,48.89%,51.11%,-2.22%,-2.22%,3.95%,2026,2998,40.33%,59.67%,-19.35%,-19.35%,-21.84%,17.13%,25.79%,21.24%,29.68%
Tennessee,Jefferson,"Jefferson, TN ",13092,5177,71.66%,28.34%,43.32%,30.00%,49.49%,11625,5469,68.01%,31.99%,36.01%,30.00%,33.52%,7.31%,15.97%,5.38%,13.82%
Tennessee,Johnson,"Johnson, TN ",4620,1837,71.55%,28.45%,43.10%,30.00%,49.27%,4634,1812,71.89%,28.11%,43.78%,30.00%,41.29%,-0.68%,7.97%,-0.47%,7.97%
Tennessee,Knox,"Knox, TN ",109847,67923,61.79%,38.21%,23.58%,23.58%,29.75%,110803,66013,62.67%,37.33%,25.33%,25.33%,22.84%,-1.75%,6.91%,-1.39%,7.05%
Tennessee,Lake,"Lake, TN ",1175,1024,53.43%,46.57%,6.87%,6.87%,13.03%,2078,2634,44.10%,55.90%,-11.80%,-11.80%,-14.29%,18.67%,27.32%,21.16%,29.61%
Tennessee,Lauderdale,"Lauderdale, TN ",4933,4322,53.30%,46.70%,6.60%,6.60%,12.77%,4164,4474,48.21%,51.79%,-3.59%,-3.59%,-6.08%,10.19%,18.84%,10.57%,19.01%
Tennessee,Lawrence,"Lawrence, TN ",10565,5160,67.19%,32.81%,34.37%,30.00%,40.54%,9959,6592,60.17%,39.83%,20.34%,20.34%,17.86%,14.03%,22.68%,11.66%,20.10%
Tennessee,Lewis,"Lewis, TN ",2951,1803,62.07%,37.93%,24.15%,24.15%,30.31%,2819,2192,56.26%,43.74%,12.51%,12.51%,10.02%,11.64%,20.29%,10.34%,18.79%
Tennessee,Lincoln,"Lincoln, TN ",9226,3694,71.41%,28.59%,42.82%,30.00%,48.98%,7829,4546,63.26%,36.74%,26.53%,26.53%,24.04%,16.29%,24.94%,12.87%,21.32%
Tennessee,Loudon,"Loudon, TN ",15815,6058,72.30%,27.70%,44.61%,30.00%,50.77%,14041,5708,71.10%,28.90%,42.19%,30.00%,39.71%,2.41%,11.07%,1.70%,10.14%
